Src IP,Timestamp,Mean_Packet_Size,Packet_Size_Variance,Mean_IAT,Port_Diversity,IP_Entropy,Label,Mean_RSSI,RSSI_Variance,JA3_Diversity
Node C,2025-11-12 10:08:23.974254,0,0,0,0,0,0,-63.14,2.6004,0
Node C,2025-11-12 10:13:23.974254,0,0,0,0,0,0,-59.32,0.4176,0
Node C,2025-11-12 10:18:23.974254,0,0,0,0,0,0,-59.38,0.35559999999999997,0
Node C,2025-11-12 10:23:23.974254,0,0,0,0,0,0,-63.16,4.974399999999998,0
Node C,2025-11-12 10:28:23.974254,0,0,0,0,0,0,-63.82,0.1876,0
Node B,2025-11-12 10:33:23.974254,0,0,0,0,0,0,-53.06,53.61640000000001,0
Node B,2025-11-12 10:38:23.974254,0,0,0,0,0,0,-54.36,64.43039999999999,0
Node B,2025-11-12 10:43:23.974254,0,0,0,0,0,0,-57.58,59.723600000000005,0
Node B,2025-11-12 10:48:23.974254,0,0,0,0,0,0,-58.6,67.52,0
Node B,2025-11-12 10:53:23.974254,0,0,0,0,0,0,-59.46,49.568400000000004,0
Node B,2025-11-12 10:58:23.974254,0,0,0,0,0,0,-60.96,59.638400000000004,0
Node B,2025-11-12 11:03:23.974254,0,0,0,0,0,0,-68.96,59.798399999999994,0
Node B,2025-11-12 11:08:23.974254,0,0,0,0,0,0,-68.66,53.0644,0
Node B,2025-11-12 11:13:23.974254,0,0,0,0,0,0,-73.2,50.0,0
Node B,2025-11-12 11:18:23.974254,0,0,0,0,0,0,-73.06,58.45640000000001,0
Node B,2025-11-12 11:23:23.974254,0,0,0,0,0,0,-73.7,91.33,0
Node B,2025-11-12 11:28:23.974254,0,0,0,0,0,0,-72.98,56.8196,0
Node B,2025-11-12 11:33:23.974254,0,0,0,0,0,0,-72.92,55.033600000000014,0
Node B,2025-11-12 11:38:23.974254,0,0,0,0,0,0,-71.48,60.0496,0
Node B,2025-11-12 11:43:23.974254,0,0,0,0,0,0,-70.4,47.12,0
Node B,2025-11-12 11:48:23.974254,0,0,0,0,0,0,-70.4,53.96,0
Node B,2025-11-12 11:53:23.974254,0,0,0,0,0,0,-67.72,64.48159999999999,0
Node B,2025-11-12 11:58:23.974254,0,0,0,0,0,0,-55.04,499.55840000000006,0
Node B,2025-11-12 12:03:23.974254,0,0,0,0,0,0,-24.04,0.15839999999999996,0
Node B,2025-11-12 12:08:23.974254,0,0,0,0,0,0,-25.32,8.4176,0
Node B,2025-11-12 12:13:23.974254,0,0,0,0,0,0,-31.06,0.0564,0
Node B,2025-11-12 12:18:23.974254,0,0,0,0,0,0,-31.18,0.1476,0
Node B,2025-11-12 12:23:23.974254,0,0,0,0,0,0,-30.68,0.2176,0
Node B,2025-11-12 12:28:23.974254,0,0,0,0,0,0,-30.9,0.16999999999999993,0
Node B,2025-11-12 12:33:23.974254,0,0,0,0,0,0,-26.6,2.3600000000000008,0
Node B,2025-11-12 12:38:23.974254,0,0,0,0,0,0,-26.48,0.24960000000000002,0
Node B,2025-11-12 12:43:23.974254,0,0,0,0,0,0,-31.88,9.945599999999999,0
Node B,2025-11-12 12:48:23.974254,0,0,0,0,0,0,-33.6,0.23999999999999996,0
Node B,2025-11-12 12:53:23.974254,0,0,0,0,0,0,-30.7,5.33,0
Node B,2025-11-12 12:58:23.974254,0,0,0,0,0,0,-28.98,0.2596,0
Node B,2025-11-12 13:03:23.974254,0,0,0,0,0,0,-32.66,14.544399999999996,0
Node B,2025-11-12 13:08:23.974254,0,0,0,0,0,0,-36.88,0.10559999999999999,0
Node B,2025-11-12 13:13:23.974254,0,0,0,0,0,0,-36.82,0.1476,0
Node B,2025-11-12 13:18:23.974254,0,0,0,0,0,0,-35.96,0.3183999999999999,0
Node B,2025-11-12 13:23:23.974254,0,0,0,0,0,0,-35.84,0.45439999999999997,0
Node B,2025-11-12 13:28:23.974254,0,0,0,0,0,0,-35.34,0.2244,0
Node B,2025-11-12 13:33:23.974254,0,0,0,0,0,0,-35.44,0.8464,0
Node B,2025-11-12 13:38:23.974254,0,0,0,0,0,0,-39.18,1.0676,0
Node B,2025-11-12 13:43:23.974254,0,0,0,0,0,0,-38.92,0.9935999999999998,0
Node B,2025-11-12 13:48:23.974254,0,0,0,0,0,0,-44.22,5.131600000000001,0
Node B,2025-11-12 13:53:23.974254,0,0,0,0,0,0,-44.82,2.0275999999999996,0
Node B,2025-11-12 13:58:23.974254,0,0,0,0,0,0,-42.12,4.4656,0
Node B,2025-11-12 14:03:23.974254,0,0,0,0,0,0,-41.46,1.4884,0
Node B,2025-11-12 14:08:23.974254,0,0,0,0,0,0,-51.74,78.5924,0
Node B,2025-11-12 14:13:23.974254,0,0,0,0,0,0,-58.84,0.8543999999999999,0
Node B,2025-11-12 14:18:23.974254,0,0,0,0,0,0,-56.26,9.2724,0
Node B,2025-11-12 14:23:23.974254,0,0,0,0,0,0,-53.04,2.3583999999999996,0
Node B,2025-11-12 14:28:23.974254,0,0,0,0,0,0,-53.5,3.41,0
Node B,2025-11-12 14:33:23.974254,0,0,0,0,0,0,-53.4,1.6,0
Node B,2025-11-12 14:38:23.974254,0,0,0,0,0,0,-54.2,1.72,0
Node B,2025-11-12 14:43:23.974254,0,0,0,0,0,0,-55.26,2.2723999999999998,0
Node B,2025-11-12 14:48:23.974254,0,0,0,0,0,0,-55.22,2.2916,0
Node B,2025-11-12 14:53:23.974254,0,0,0,0,0,0,-51.02,1.6596000000000002,0
Node B,2025-11-12 14:58:23.974254,0,0,0,0,0,0,-51.2,1.68,0
Node B,2025-11-12 15:03:23.974254,0,0,0,0,0,0,-53.02,3.0995999999999997,0
Node B,2025-11-12 15:08:23.974254,0,0,0,0,0,0,-53.26,2.1123999999999996,0
Node B,2025-11-12 15:13:23.974254,0,0,0,0,0,0,-44.56,20.606400000000004,0
Node B,2025-11-12 15:18:23.974254,0,0,0,0,0,0,-42.04,0.0384,0
Node B,2025-11-12 15:23:23.974254,0,0,0,0,0,0,-46.6,24.480000000000004,0
Node B,2025-11-12 15:28:23.974254,0,0,0,0,0,0,-52.0,0.0,0
Node B,2025-11-12 15:33:23.974254,0,0,0,0,0,0,-48.16,31.334399999999995,0
Node B,2025-11-12 15:38:23.974254,0,0,0,0,0,0,-40.0,0.0,0
Node B,2025-11-12 15:43:23.974254,0,0,0,0,0,0,-41.52,10.569600000000001,0
Node B,2025-11-12 15:48:23.974254,0,0,0,0,0,0,-48.36,0.2304,0
Node B,2025-11-12 15:53:23.974254,0,0,0,0,0,0,-48.44,2.4863999999999997,0
Node B,2025-11-12 15:58:23.974254,0,0,0,0,0,0,-55.98,0.01960000000000001,0
Node B,2025-11-12 16:03:23.974254,0,0,0,0,0,0,-55.92,0.0736,0
Node B,2025-11-12 16:08:23.974254,0,0,0,0,0,0,-49.24,21.1024,0
Node B,2025-11-12 16:13:23.974254,0,0,0,0,0,0,-56.68,33.497600000000006,0
Node B,2025-11-12 16:18:23.974254,0,0,0,0,0,0,-60.06,0.1364,0
Node B,2025-11-12 16:23:23.974254,0,0,0,0,0,0,-60.2,1.68,0
Node B,2025-11-12 16:28:23.974254,0,0,0,0,0,0,-58.32,0.2176,0
Node B,2025-11-12 16:33:23.974254,0,0,0,0,0,0,-58.7,0.33,0
Node B,2025-11-12 16:38:23.974254,0,0,0,0,0,0,-62.66,0.7444,0
Node B,2025-11-12 16:43:23.974254,0,0,0,0,0,0,-62.82,0.22759999999999997,0
Node B,2025-11-12 16:48:23.974254,0,0,0,0,0,0,-67.52,74.0896,0
Node B,2025-11-12 16:53:23.974254,0,0,0,0,0,0,-69.44,57.686400000000006,0
Node B,2025-11-12 16:58:23.974254,0,0,0,0,0,0,-65.38,102.03559999999999,0
Node B,2025-11-12 17:03:23.974254,0,0,0,0,0,0,-62.66,64.58440000000002,0
Node B,2025-11-12 17:08:23.974254,0,0,0,0,0,0,-66.0,86.2,0
Node B,2025-11-12 17:13:23.974254,0,0,0,0,0,0,-68.66,74.3844,0
Node B,2025-11-12 17:18:23.974254,0,0,0,0,0,0,-70.2,90.76,0
Node B,2025-11-12 17:23:23.974254,0,0,0,0,0,0,-72.24,81.7824,0
Node B,2025-11-12 17:28:23.974254,0,0,0,0,0,0,-70.4,50.92000000000001,0
Node B,2025-11-12 17:33:23.974254,0,0,0,0,0,0,-72.02,55.93959999999999,0
Node B,2025-11-12 17:38:23.974254,0,0,0,0,0,0,-70.84,50.01439999999999,0
Node B,2025-11-12 17:43:23.974254,0,0,0,0,0,0,-70.5,52.61,0
Node B,2025-11-12 17:48:23.974254,0,0,0,0,0,0,-68.78,46.8916,0
Node B,2025-11-12 17:53:23.974254,0,0,0,0,0,0,-69.96,64.83840000000001,0
Node B,2025-11-12 17:58:23.974254,0,0,0,0,0,0,-70.72,42.9616,0
Node B,2025-11-12 18:03:23.974254,0,0,0,0,0,0,-72.2,55.400000000000006,0
Node B,2025-11-12 18:08:23.974254,0,0,0,0,0,0,-71.78,45.7316,0
Node B,2025-11-12 18:13:23.974254,0,0,0,0,0,0,-72.14,33.3204,0
Node B,2025-11-12 18:18:23.974254,0,0,0,0,0,0,-37.2,464.52000000000015,0
Node B,2025-11-12 18:23:23.974254,0,0,0,0,0,0,-23.74,0.2324,0
Node B,2025-11-12 18:28:23.974254,0,0,0,0,0,0,-27.68,13.1776,0
Node B,2025-11-12 18:33:23.974254,0,0,0,0,0,0,-30.44,0.2464,0
Node B,2025-11-12 18:38:23.974254,0,0,0,0,0,0,-27.9,10.409999999999998,0
Node B,2025-11-12 18:43:23.974254,0,0,0,0,0,0,-24.1,0.16999999999999993,0
Node B,2025-11-12 18:48:23.974254,0,0,0,0,0,0,-25.84,7.854400000000002,0
Node B,2025-11-12 18:53:23.974254,0,0,0,0,0,0,-30.32,0.2576,0
Node B,2025-11-12 18:58:23.974254,0,0,0,0,0,0,-30.56,0.28640000000000004,0
Node B,2025-11-12 19:03:23.974254,0,0,0,0,0,0,-30.84,0.13440000000000002,0
Node B,2025-11-12 19:08:23.974254,0,0,0,0,0,0,-31.12,0.4656,0
Node B,2025-11-12 19:13:23.974254,0,0,0,0,0,0,-33.0,0.0,0
Node B,2025-11-12 19:18:23.974254,0,0,0,0,0,0,-33.16,0.13440000000000002,0
Node B,2025-11-12 19:23:23.974254,0,0,0,0,0,0,-31.14,1.0404,0
Node B,2025-11-12 19:28:23.974254,0,0,0,0,0,0,-31.36,0.4303999999999999,0
Node B,2025-11-12 19:33:23.974254,0,0,0,0,0,0,-32.28,0.9216,0
Node B,2025-11-12 19:38:23.974254,0,0,0,0,0,0,-31.62,0.4756,0
Node B,2025-11-12 19:43:23.974254,0,0,0,0,0,0,-31.66,0.3444,0
Node B,2025-11-12 19:48:23.974254,0,0,0,0,0,0,-31.72,0.2816,0
Node B,2025-11-12 19:53:23.974254,0,0,0,0,0,0,-37.38,25.3156,0
Node B,2025-11-12 19:58:23.974254,0,0,0,0,0,0,-41.32,1.6976,0
Node B,2025-11-12 20:03:23.974254,0,0,0,0,0,0,-39.98,3.0995999999999997,0
Node B,2025-11-12 20:08:23.974254,0,0,0,0,0,0,-38.74,1.2323999999999997,0
Node B,2025-11-12 20:13:23.974254,0,0,0,0,0,0,-41.52,14.0896,0
Node B,2025-11-12 20:18:23.974254,0,0,0,0,0,0,-46.74,1.9524,0
Node B,2025-11-12 20:23:23.974254,0,0,0,0,0,0,-47.0,8.2,0
Node B,2025-11-12 20:28:23.974254,0,0,0,0,0,0,-52.04,2.5984,0
Node B,2025-11-12 20:33:23.974254,0,0,0,0,0,0,-51.9,1.21,0
Node B,2025-11-12 20:38:23.974254,0,0,0,0,0,0,-55.82,2.1475999999999997,0
Node B,2025-11-12 20:43:23.974254,0,0,0,0,0,0,-55.72,1.7616000000000003,0
Node B,2025-11-12 20:48:23.974254,0,0,0,0,0,0,-55.06,1.7364000000000004,0
Node B,2025-11-12 20:53:23.974254,0,0,0,0,0,0,-55.02,2.6996,0
Node B,2025-11-12 20:58:23.974254,0,0,0,0,0,0,-53.7,2.0500000000000003,0
Node B,2025-11-12 21:03:23.974254,0,0,0,0,0,0,-53.36,0.9504,0
Node B,2025-11-12 21:08:23.974254,0,0,0,0,0,0,-54.3,1.81,0
Node B,2025-11-12 21:13:23.974254,0,0,0,0,0,0,-54.16,1.8544,0
Node B,2025-11-12 21:18:23.974254,0,0,0,0,0,0,-53.74,3.3924000000000003,0
Node B,2025-11-12 21:23:23.974254,0,0,0,0,0,0,-52.6,1.6,0
Node B,2025-11-12 21:28:23.974254,0,0,0,0,0,0,-48.8,33.400000000000006,0
Node B,2025-11-12 21:33:23.974254,0,0,0,0,0,0,-40.72,0.20160000000000003,0
Node B,2025-11-12 21:38:23.974254,0,0,0,0,0,0,-42.2,10.32,0
Node B,2025-11-12 21:43:23.974254,0,0,0,0,0,0,-49.0,0.0,0
Node B,2025-11-12 21:48:23.974254,0,0,0,0,0,0,-48.96,0.0384,0
Node B,2025-11-12 21:53:23.974254,0,0,0,0,0,0,-48.0,0.0,0
Node B,2025-11-12 21:58:23.974254,0,0,0,0,0,0,-48.0,0.0,0
Node B,2025-11-12 22:03:23.974254,0,0,0,0,0,0,-58.06,8.856400000000002,0
Node B,2025-11-12 22:08:23.974254,0,0,0,0,0,0,-59.0,0.0,0
Node B,2025-11-12 22:13:23.974254,0,0,0,0,0,0,-56.68,1.5375999999999999,0
Node B,2025-11-12 22:18:23.974254,0,0,0,0,0,0,-55.98,0.01960000000000001,0
Node B,2025-11-12 22:23:23.974254,0,0,0,0,0,0,-57.14,1.4003999999999999,0
Node B,2025-11-12 22:28:23.974254,0,0,0,0,0,0,-58.06,0.056400000000000006,0
Node B,2025-11-12 22:33:23.974254,0,0,0,0,0,0,-58.42,0.3636,0
Node B,2025-11-12 22:38:23.974254,0,0,0,0,0,0,-58.78,0.6516000000000001,0
Node B,2025-11-12 22:43:23.974254,0,0,0,0,0,0,-58.74,1.5923999999999998,0
Node B,2025-11-12 22:48:23.974254,0,0,0,0,0,0,-57.4,3.44,0
Node B,2025-11-12 22:53:23.974254,0,0,0,0,0,0,-59.46,4.888400000000001,0
Node B,2025-11-12 22:58:23.974254,0,0,0,0,0,0,-60.84,1.4143999999999999,0
